sample_id,source,reference,baseline_nllb_prediction,baseline_nllb_sentence_bleu,baseline_nllb_sentence_chrf,baseline_nllb_sentence_ter,baseline_nllb_comet,original_lora_prediction,original_lora_sentence_bleu,original_lora_sentence_chrf,original_lora_sentence_ter,original_lora_comet,semantic_lora_prediction,semantic_lora_sentence_bleu,semantic_lora_sentence_chrf,semantic_lora_sentence_ter,semantic_lora_comet
32,felis Sed Nullam efficitur. dapibus felis Curabitur consequat. accumsan adipiscing ipsum اصلي محتوا ته لاړشی,felis Sed Nullam efficitur. dapibus felis Curabitur consequat. accumsan adipiscing ipsum Skip to main content,felis Sed Nullam efficitur. dapibus felis Curabitur consequat. accumsan adipiscing ipsum go to the original content,72.05815373945792,85.347416744819,20.0,0.9697645902633667,felis Sed Nullam efficitur. dapibus felis Curabitur consequat. accumsan adipiscing ipsum go to original content,76.73071548877977,86.01324995563104,13.333333333333334,0.9750977754592896,felis Sed Nullam efficitur. dapibus felis Curabitur consequat. accumsan adipiscing ipsum go to original content,76.73071548877977,86.01324995563104,13.333333333333334,0.9750977754592896
33,په مادي توګه د فرعي لیستونو جوړولو لپاره برخه.,Segment manually to create sub-lists.,Physically part to form sub-lists.,17.965205598154213,34.47245798270298,60.0,0.6545711159706116,Physically part to create sub-lists.,50.81327481546149,58.781656569230215,40.0,0.724397599697113,Physically part to create sub-lists.,50.81327481546149,58.781656569230215,40.0,0.724397599697113
34,نام :hebat ساعت : 10:14:52 AM تاریخ: 10 دي 1390,Name: Time : 7:21:37 AM Date : 6/2/2009,Name: hebat time: 10:14:52 AM Date: 10 is 1390,12.09431425432932,35.7797722796399,87.5,0.7158517241477966,Name :hebat Hour : 10:14:52 AM Date: 10 are 1390,12.09431425432932,32.50997566115761,100.0,0.7463826537132263,Name :hebat time : 10:14:52 AM Date: 10 are 1390,12.09431425432932,35.62390798402807,87.5,0.7303896546363831
35,د ټولنیزې سولې بهیر د ښځو په مشري د ولایتي کميټو له لارې پلی کیږي,2. promoting mutual respect between men and women.,The social peace process is carried out through provincial committees led by women,3.0890553181566975,15.568644920766536,162.5,0.6572889685630798,The social peace process is implemented through provincial committees led by women,3.3864985683445354,16.331899146056266,150.0,0.6709768176078796,The social peace process is implemented through provincial committees led by women,3.3864985683445354,16.331899146056266,150.0,0.6709768176078796
36,په افغانستان کې لوموړنی اسلامي بانک پرانستل شو,Afghan minerals in the crosshairs of Blackwater's Erik Prince,First Islamic Bank opened in Afghanistan,4.923026124015933,14.879392711176099,100.0,0.5944655537605286,The first Islamic bank opened in Afghanistan,4.935157841536379,15.43742340671872,88.88888888888889,0.6531640887260437,First Islamic Bank opened in Afghanistan,4.923026124015933,14.879392711176099,100.0,0.5944655537605286
37,یوتلست 3B 3 ° E,Forum WeTeK Play on 4PDA,Utilised 3B 3° E,0.0,1.3440860215053763,100.0,0.483849436044693,Utopia 3B 3° E,0.0,1.3736263736263739,100.0,0.4505055844783783,Utilised 3B 3° E,0.0,1.3440860215053763,100.0,0.483849436044693
38,", د جمهوريت د تانزانيا ته","Tanzania, United Republic of 1",", the Republic of Tanzania",20.80119537801062,55.0544584196943,60.0,0.795145571231842,", the Republic of Tanzania",20.80119537801062,55.0544584196943,60.0,0.795145571231842,", the Republic of Tanzania",20.80119537801062,55.0544584196943,60.0,0.795145571231842
39,USA-Casino-Online.com > د XXUMX وړیا ندی ډیری زیرمه کیونس د Play150Win Casino کې,USA-Casino-Online.com > Giochi Online Gratuiti > 3 Reel Slot 3 Reel Slot,USA-Casino-Online.com > 150 Free No Deposit Deposit at the Play150Win Casino,17.906727377614367,33.08390406216145,83.33333333333334,0.647077202796936,USA-Casino-Online.com > 150 Free No Deposit Bonus at Play150Win Casino,17.945943107741744,32.625629654627986,83.33333333333334,0.6915791034698486,USA-Casino-Online.com > 150 Free No Most Deposit Bonus at Play150Win Casino,17.906727377614367,32.37191593999498,83.33333333333334,0.6425624489784241
40,15 لیترونه د دوړو دوړو ثبوت تحلیل کونکی,15 Liters Double Dust Proof Dispersion Kneader,15 liters of dust dust proof analyzer,6.567274736060395,16.853251161982445,57.14285714285714,0.6031116843223572,15 liters dust dust proof analyzer,6.870636427700047,16.729736454346746,42.857142857142854,0.6332611441612244,15 liters dust dust proof analyzer,6.870636427700047,16.729736454346746,42.857142857142854,0.6332611441612244
41,پروژه کلينيک سعادت آباد,Supply luminaires of Sabzevaar governorship project,Project Clinic Saadabad,0.0,10.984077336268008,100.0,0.5193378925323486,Project Clinic Saadatabad,0.0,10.87430832351312,100.0,0.5530542731285095,Project Clinic Saadatabad,0.0,10.87430832351312,100.0,0.5530542731285095
42,**** (قانون جزای افغانستان ، ۱۳۵۵) .,America’s public reaction has been as remarkable as the disclosure…for the reaction has been no reaction.,"**** (Afghan Penal Code, 1355).",2.2325174503683516,3.582909583912218,100.0,0.33037659525871277,"**** (Afghan Penal Code, 1355).",2.2325174503683516,3.582909583912218,100.0,0.33037662506103516,"**** (Afghan Penal Code, 1355).",2.2325174503683516,3.582909583912218,100.0,0.33037659525871277
43,د کورس نوم: SCJA OCP جاوا SE 7 Programmer د روزنې او تصدیق کورس,Course name: CompTIA Security+ Certification Training,Course name: SCJA OCP Java SE 7 Programmer Training and Certification Course,13.065113298388567,49.91495558500398,150.0,0.8303967118263245,Course Name: SCJA OCP Java SE 7 Programmer Training and Certification Course,4.368583925857938,40.41869389080779,150.0,0.8044741153717041,Course Name: SCJA OCP Java SE 7 Programmer Training and Certification Course,4.368583925857938,40.41869389080779,150.0,0.8044741153717041
44,د خصوصی حریم د ساتنی پالیسی د وروستی ځل لپاره د 2010 کال د مارچ په 2 بیا وکتل شوه.,This Privacy Policy was last updated on 2 March 2010.,The Privacy Protection Policy was last revised on 2 March 2010.,43.66835442847811,68.4428646786931,30.0,0.933068573474884,The Privacy Protection Policy was last revised on 2 March 2010.,43.66835442847811,68.4428646786931,30.0,0.933068573474884,The Privacy Protection Policy was last revised on 2 March 2010.,43.66835442847811,68.4428646786931,30.0,0.933068573474884
45,لاس اګاس ، سان جوآن دی لا رمبلا ، ټینریف,"Las Aguas, San Juan de la Rambla , Tenerife","Las Agas, San Juan de la Rambala, and Tenerife",39.45881255591768,70.17552040838233,33.33333333333333,0.7128725647926331,"Las Agas, San Juan de la Rambla, Tenerife",78.25422900366438,88.07995142093854,33.33333333333333,0.8756166696548462,"Las Agas, San Juan de la Rambla, Tenerife",78.25422900366438,88.07995142093854,33.33333333333333,0.8756166696548462
46,"سیټریک اسید - 1,7 ګرام","Citric Acid - 1,7 Gram","Citric acid - 1,7 grams",23.643540225079384,51.7819584052704,20.0,0.9543980360031128,"Citric acid - 1,7 grams",23.643540225079384,51.7819584052704,20.0,0.9543980360031128,"Citric acid - 1,7 grams",23.643540225079384,51.7819584052704,20.0,0.9543980360031128
47,یادونه: دا تفصیلات یواځې حواله ده، هر ډول بدلون د بال مل د تولید محصولات دي.,"Note:This specification is just reference,any changes are subject to the ball mill products.","Note: These details are for reference only, any changes are the product of the ball mill manufacture.",20.313747122261766,44.67800797851875,92.3076923076923,0.8816216588020325,"Note: These details are for reference only, any changes to the ball mill are manufactured products.",23.275118953744553,49.33755027397138,84.61538461538461,0.8432729244232178,"Note: These details are for reference only, any changes are ball mill manufacturing products.",20.672818841772642,45.258736769346946,76.92307692307693,0.87492436170578
48,د نشتوالي توجیه لپاره د بریښناليک ټلیفوني نومبر نومبر 25th، 2018,"Email template to justify an absence November 25th, 2018","E-mail phone call to justify the absence November 25th, 2018",40.35278637463991,65.73150492520035,44.44444444444444,0.7661018371582031,"E-mail telephone for justification of absence November 25th, 2018",39.281465090051306,59.07828461091157,55.55555555555556,0.7404125928878784,"Email phone call for justification of absence November 25th, 2018",36.72056269893591,58.61894193467324,55.55555555555556,0.7920522093772888
49,پاكسان در نمايشگاه بين المللي مواد شوينده و بهداشتي,Paxan cares about family health,Paxsan International Exhibition on Materials and Sanitation,0.0,10.56951720555694,140.0,0.526624858379364,"In the meantime, we are going to have to look at some of the issues that have been discussed in the past.",0.0,10.170427929574478,440.00000000000006,0.4458472430706024,Pakshan at the International Exhibition of Materials and Sanitation,0.0,10.922777137202505,180.0,0.5111832022666931
50,اعظمي ریسایکل کول ، د پیسو مینځلو ماشینونه.,"Maximum Recycling,Money Making Machines.","Maximum recycling, money laundering machines.",8.643019616048525,45.0281183522954,75.0,0.7376095652580261,"Maximum recycling, money laundering machines.",8.643019616048525,45.0281183522954,75.0,0.7376095652580261,"Maximum recycling, money laundering machines.",8.643019616048525,45.0281183522954,75.0,0.7376095652580261
51,لوبه: د لاری او میدانی زخاسته- د سخو 100 متره,"Discipline: Track & Field, Men's 100m Sprint",Match: 100 metres of track and field,4.8734989388136185,15.115813728226884,100.0,0.648343563079834,Game: Track and field decorated- 100 meters of snow,8.392229812593097,22.401418239454713,114.28571428571428,0.48139771819114685,Game: Track and field decorated- 100 meters of snow,8.392229812593097,22.401418239454713,114.28571428571428,0.48139771819114685
52,د سرور اداره کولو لپاره د سرور کنټرول پینل (Plesk)، د ویډیو انسټالټ، ویب پاڼې سایټ، د کاروونکو کنترول، او ډاټابیسیز مدیریت.,"Server Control Panel (Plesk) for server management, WordPress installation, webmail setup, users control, and databases management.","Server control panel (Plesk) for managing the server, video installation, website site, user control, and database management.",18.747025716022478,57.55600842844074,50.0,0.8852556943893433,"Server control panel (Plesk) for server management, video installation, website site, user control, and database management.",36.66340989897011,66.16045200755767,31.25,0.885671854019165,"Server control panel (Plesk) for server management, video installation, website site, user control, and database management.",36.66340989897011,66.16045200755767,31.25,0.885671854019165
53,سياست‌هاي پولي، اعتباري و نظارتي نظام بانکي کشور، مصوب يکهزار و يکصد و سي و چهارمين جلسه شوراي محترم پول و اعتبار مورخ 20/10/1390,"The main objectives of macroeconomic policies, in general, and monetary policies, in particular, are price stability, economic growth and a favorable employment level.... more","Monetary policy, credit and supervisory system Banking Country, approved 1 0134th session of the Council",1.261900774693035,15.181533004235249,95.83333333333334,0.4560839533805847,"Political, Monetary and Supervisory System Banking Country, Resolution One Thousand One Hundred One Hundred Fourth Session Council Honorable Paul and Accreditation dated 20/10/1390",1.585236384822604,17.073789549622006,100.0,0.3310578465461731,"Political, monetary and supervisory system Banking Country, Resolution One Thousand One Hundred One Hundred Fourth Session Council Honorable Paul and Accreditation dated 20/10/1390",1.6761833990718291,18.005278641534968,100.0,0.341141015291214
54,"د خپرېدو نېټه: Sep 06, 2011","Publish Date: Nov 26, 2011","Release date: Sep 06, 2011",14.535768424205482,27.526324724467138,60.0,0.914714515209198,"Published on: Sep 06, 2011",14.535768424205482,38.987372062062455,80.0,0.8906168341636658,"Release date: Sep 06, 2011",14.535768424205482,27.526324724467138,60.0,0.914714515209198
55,ATHENA مشرتابه د عالي Bay,New LED High Bay With Graphene Housing,Athena's leadership of the Great Bay,6.870636427700047,12.19130466566098,100.0,0.486784964799881,ATHENA Leadership of the Great Bay,6.870636427700047,12.28181711436756,100.0,0.5075237154960632,Athena Leadership of the Great Bay,6.870636427700047,12.720079613421381,100.0,0.5206428170204163
56,په انباؤن کې بازار موندنه یو غیر فعاله ستراتیژي ده چې تاسو ته تمه لري.,Inbound marketing is any passive strategy that attracts prospects to you.,Inbound marketing is a passive strategy that awaits you.,24.437032551865375,61.74158625795493,36.36363636363637,0.7598406672477722,Inbound marketing is a passive strategy that is expected of you.,24.08856270485351,60.69106765662979,36.36363636363637,0.8033763766288757,Inbound marketing is a passive strategy that awaits you.,24.437032551865375,61.74158625795493,36.36363636363637,0.7598406672477722
57,تلپاتې لرګيو کمپرسور د لېږد یو,Durable Wood Chips Screw Conveyor,Permanent wood compressor is a transport,0.0,10.03402510578373,100.0,0.5185961127281189,Permanent wood compressor a transfer,0.0,9.817273226247645,80.0,0.5189483165740967,Permanent wood compressor a transfer,0.0,9.817273226247645,80.0,0.5189483165740967
58,د ویګاس - 400٪ بکسونه د جولای په 19، 2018,"Slots Of Vegas - 400% Bonus An t-Iuchar 19, 2018","Vegas - 400% boxes as of July 19, 2018",30.983802298041674,41.570500364143314,50.0,0.6087098121643066,"Vegas - 400% boxes on July 19, 2018",31.105042156452658,41.790840672593895,50.0,0.614386260509491,"Vegas - 400% boxes July 19, 2018",30.93050784916862,41.315237943242714,50.0,0.6361345052719116
59,په بامیانو کې میرمنو یو بریالی هنري بازار پرانیستی - The Migrant Project,Women in Bamiyan province set up successful art bazaar - The Migrant Project,Women in Bamyan open a successful art market - The Migrant Project,26.355859260455794,58.48929982237756,38.46153846153847,0.8936284184455872,Women in Bamyan opened a successful art market - The Migrant Project,26.355859260455794,58.1826470427955,38.46153846153847,0.891491174697876,Women in Bamyan opened a successful art market - The Migrant Project,26.355859260455794,58.1826470427955,38.46153846153847,0.891491174697876
60,د جاکارتا قرآن کریم په مقابلو کښې د اندونیزیا ۴۲ ماشومانو مقابلې + انځور,"TEHRAN (IQNA) – Sheikh Mahmoud Abul Wafa al-Saeidi, a prominent Quran reciter in Egypt, died at the age of 64.",42 Indonesian children compared to the Koran in Jakarta + image,1.2482247181508341,10.050354738219,95.0,0.4018823206424713,42 Indonesian children compared to the Quran in Jakarta + image,1.381387727300558,12.015812197161084,90.0,0.39785611629486084,42 Indonesian children vs. Jakarta Quran Quran + Image,1.11343058914179,9.313705153376633,95.0,0.35993167757987976
